Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"L Jasim, UR NV, P Deepthi, N Ginni, ...","Advancing Surface Hardness and Wear Resistance: Microwave-Assisted Cladding of Ni-TiC Mixture onto SS-304",2024,"E3S Web of …","e3s-conferences.org","https://www.e3s-conferences.org/articles/e3sconf/abs/2024/37/e3sconf_icftest2024_01017/e3sconf_icftest2024_01017.html","",34,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,5,1,"… Its tensile strength of 615 MPa suits it for load-bearing structures, while its density of 8 g/cm3 balances strength and weight, making it ideal for lightweight yet sturdy applications. Its high …","https://www.e3s-conferences.org/articles/e3sconf/pdf/2024/37/e3sconf_icftest2024_01017.pdf","https://scholar.google.com/scholar?q=related:H2Ypj5ykAz0J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"SD Bhatt, SI Shah, GD Acharya","Optimization of Process Parameters Influencing Lack of Fusion Defect in TIG Welding of SS 304 Thin Sheet",2020,"IUP Journal of Mechanical …","search.proquest.com","https://search.proquest.com/openview/c922e26a3a7135ad1aabfa6c389b10b8/1?pq-origsite=gscholar&cbl=2029991","",35,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,3,4,"… One of the typical applications of SS 304 include storing and transportation of Liquefied … fusion in SS 304 and also decreasing mechanical properties like tensile strength and hardness (…","","https://scholar.google.com/scholar?q=related:3mbYLv43WkMJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"D Singh, T Singh, A Singh","Comparative Studies on Tensile and Impact Properties of 20 mm Thick AISI SS 304 SMA (Shielded Metal Arc) And GMA (Gas Metal Arc) Butt Welded Joints",2016,"International Journal of Engineering …","indianjournals.com","https://www.indianjournals.com/ijor.aspx?target=ijor:ijemr&volume=6&issue=3&article=008","",36,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,3,8,"… In view of the above facts welding of thick plates of AISI SS 304 … transverse tensile strength, ductility and impact toughness of … This shows that the welding of AISI 304 SS is beneficial with …","","https://scholar.google.com/scholar?q=related:sXqcIu-UjXcJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
3,"S Dewangan, S Mishra","Analysing microstructure and hardness of SS-304 under annealed, normalized, quenched and step cooled conditions",2023,"Journal of The Institution of Engineers (India) …","Springer","https://link.springer.com/article/10.1007/s40033-023-00527-1","https://scholar.google.com/scholar?cites=14250730088728014798&as_sdt=2005&sciodt=0,5&hl=en",37,"2024-05-07 15:22:56","HTML","10.1007/s40033-023-00527-1","","",,,,,3,3.00,2,2,1,"… AISI 304 steel was investigated … of AISI 304 stainless steel that was welded using the MIG process. The results showed that a lower heat input led to a higher ultimate tensile strength in …","https://link.springer.com/article/10.1007/s40033-023-00527-1","https://scholar.google.com/scholar?q=related:zq-aGIPDxMUJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"R Chandrashekar, Q Mohammad, ...","Enhanced Surface Protection: Microwave-Assisted Metallic Cladding of Ni-ZrO2 Mixture onto SS-304",2024,"E3S Web of …","e3s-conferences.org","https://www.e3s-conferences.org/articles/e3sconf/abs/2024/37/e3sconf_icftest2024_01002/e3sconf_icftest2024_01002.html","",38,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,3,1,"… onto SS-304 substrates. Meticulous preparation steps ensured effective deposition: SS304 underwent … of Ni and ZrO2 particles on the SS-304 surface, indicating effective deposition and …","https://www.e3s-conferences.org/articles/e3sconf/pdf/2024/37/e3sconf_icftest2024_01002.pdf","https://scholar.google.com/scholar?q=related:okq-GBv48TgJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
21,"G Wang, G Sheng, Q Yu, X Yuan, J Sun, Y Jiao, ...","Investigation of intergranular penetration behavior in CrMnFeCoNi HEA/304 SS dissimilar brazing joints",2020,"Intermetallics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0966979520306233","https://scholar.google.com/scholar?cites=12156675457787352085&as_sdt=2005&sciodt=0,5&hl=en",39,"2024-05-07 15:22:56","HTML","","","",,,,,21,5.25,3,7,4,"… the 304 SS/FM interfaces, and increased the embrittlement of the dissimilar joints brazed at high temperatures. However, the tensile strength of … The tensile strength of 304 SS and the as-…","https://www.sciencedirect.com/science/article/pii/S0966979520306233","https://scholar.google.com/scholar?q=related:FdQfh-svtagJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"R Singh","Investigations for Statistically Controlled TIG Welding Solution of 304 SS",2014,"Asian Review of Mechanical Engineering","armejournal.org","https://armejournal.org/index.php/arme/article/view/2386","",40,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,1,10,"… to investigate statistically controlled TIG welding solution of 304 SS (based upon Taguchi model) with … in 304 SS The output parameters set for study are hardness and tensile strength. …","https://armejournal.org/index.php/arme/article/download/2386/5006","https://scholar.google.com/scholar?q=related:--IKgjtZVGsJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"A Abdulah, AD Shieddique, DA Rajab, C Anwar, ...","Friction Welding Analysis: The Impact of Coolant Variation on Hardness and Tensile Strength of ST 37 Carbon Steel and SS 304 Stainless Steel",2023,"… & Materials Forum","Springer","https://link.springer.com/chapter/10.1007/978-981-99-9848-7_1","",41,"2024-05-07 15:22:56","","10.1007/978-981-99-9848-7_1","","",,,,,0,0.00,0,5,1,"… The specimens used in this study are ST 37 Steel and SS 304. Before use, the materials are thoroughly tested for … Table 1 listed the chemical composition of ST37 and SUS 304. …","","https://scholar.google.com/scholar?q=related:CyQ8fCH5n3IJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"NK Mishra, YK Churasiya, A Shrivastava","Dissimilar interface and joint strength of SS 304 and titanium friction stir spot welds: a numerical and experimental analysis",2023,"The International Journal of …","Springer","https://link.springer.com/article/10.1007/s00170-023-12524-5","https://scholar.google.com/scholar?cites=9334168167957756716&as_sdt=2005&sciodt=0,5&hl=en",42,"2024-05-07 15:22:56","HTML","10.1007/s00170-023-12524-5","","",,,,,1,1.00,0,3,1,"… ~ 8 kN is achieved from the SS 304-CP-Ti joint performed with … the fracture surfaces reveal that dissimilar SS 304-CP-Ti joints … The MTS landmark machine was used for tensile strength …","https://link.springer.com/article/10.1007/s00170-023-12524-5","https://scholar.google.com/scholar?q=related:LHvhhH6giYEJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
6,"A Wahule, K Wasankar","Multi-response optimization of process parameters of TIG welding for dissimilar metals (SS-304 and Fe-410) using grey relational analysis",2018,"Int. Res. J. Eng. Technol","academia.edu","https://www.academia.edu/download/57088101/IRJET-V5I6185.pdf","https://scholar.google.com/scholar?cites=3974853251369583698&as_sdt=2005&sciodt=0,5&hl=en",43,"2024-05-07 15:22:56","PDF","","","",,,,,6,1.00,3,2,6,"… , stainless steel and mild steel (SS-304 and Fe-410). Joining of … The tensile strength and the percentage elongation of the … Hence, to find out the optimum values of the tensile strength …","https://www.academia.edu/download/57088101/IRJET-V5I6185.pdf","https://scholar.google.com/scholar?q=related:UsQw8viDKTcJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
23,"R Duhan, S Choudhary","Effect of activated flux on properties of SS 304 using TIG welding",2015,"International Journal of Engineering","ije.ir","https://www.ije.ir/article_72456.html","https://scholar.google.com/scholar?cites=12286862081048408527&as_sdt=2005&sciodt=0,5&hl=en",44,"2024-05-07 15:22:56","","","","",,,,,23,2.56,12,2,9,"… tensile strength of … tensile strength and percentage elongation. The use of MgCl2 has given the lower strength and very little change in percentage elongation for stainless steel 304. The …","https://www.ije.ir/article_72456_0dab76441e91330157a6409d2b2ef412.pdf","https://scholar.google.com/scholar?q=related:z3Eb0fazg6oJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"T Kumar, AK Mandape","… -CRITERIA DECISION-MAKING (MCDM) OPTIMIZATION OF PROCESS PARAMETERS IN TIG WELDING ON DISSIMILAR METALS SS-316 AND SS-304",,"irjmets.com","","https://www.irjmets.com/uploadedfiles/paper/issue_7_july_2022/28026/final/fin_irjmets1657601844.pdf","",45,"2024-05-07 15:22:56","PDF","","","",,,,,0,0.00,0,2,,"… only single objective function i,e its gives good result when a single output is available but in this study we have more than single output (Temperature distribution and tensile strength). …","https://www.irjmets.com/uploadedfiles/paper/issue_7_july_2022/28026/final/fin_irjmets1657601844.pdf","https://scholar.google.com/scholar?q=related:hLtnBv-g8MMJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
14,"V Chaudhari, V Bodkhe, S Deokate, B Mali, ...","Parametric optimization of TIG welding on SS 304 and MS using Taguchi approach",2019,"Int. Res. J. Eng …","academia.edu","https://www.academia.edu/download/59934315/IRJET-V6I517920190704-105254-1qsbkll.pdf","https://scholar.google.com/scholar?cites=9085147704929254873&as_sdt=2005&sciodt=0,5&hl=en",46,"2024-05-07 15:22:56","PDF","","","",,,,,14,2.80,3,5,5,"… had varying effects on the Tensile strength, welding voltage having the … tensile strength, arc voltage having the highest effect and also found the optimum parameter for tensile strength …","https://www.academia.edu/download/59934315/IRJET-V6I517920190704-105254-1qsbkll.pdf","https://scholar.google.com/scholar?q=related:2X1D1LPtFH4J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"BR Moharana, SK Sahoo, DK Biswal, ...","Influence of fusion welding processes on microstructure and mechanical properties of dissimilar metal (AISI 304 SS-Copper) weldment",2023,"Materials Today …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785323050423","https://scholar.google.com/scholar?cites=5580759570141476550&as_sdt=2005&sciodt=0,5&hl=en",47,"2024-05-07 15:22:56","HTML","","","",,,,,2,2.00,1,4,1,"… The tensile strength increased with temperature up to 900 C … between CP Ti and AISI 304 SS with 300 µm thick copper layer by solid-… They explained that the tensile strength was weakly …","https://www.sciencedirect.com/science/article/pii/S2214785323050423","https://scholar.google.com/scholar?q=related:xvYky0LXck0J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"DL Kamble, RK Sahu, S Narendranath","Characterization of Inconel 625-SS 304 weldments developed by selective microwave hybrid joining technique for promising applications",2023,"Journal of Materials Engineering …","Springer","https://link.springer.com/article/10.1007/s11665-023-08390-7","https://scholar.google.com/scholar?cites=14316484658752689415&as_sdt=2005&sciodt=0,5&hl=en",48,"2024-05-07 15:22:56","HTML","10.1007/s11665-023-08390-7","","",,,,,4,4.00,1,3,1,"… purpose (Inconel 625 and SS 304) alloy specimen of 5 mm … The composition of procured alloys like Inconel 625 and SS 304 … tensile strength (in MPa) values of Inconel 625 and SS 304 …","https://link.springer.com/article/10.1007/s11665-023-08390-7","https://scholar.google.com/scholar?q=related:B5VI9fFersYJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
31,"G Wang, G Sheng, J Sun, Y Wei, X Gao, Z Yu, ...","Mechanical properties and microstructure evolution of CrMnFeCoNi HEA/304 SS dissimilar brazing joints",2020,"Journal of Alloys and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925838820308835","https://scholar.google.com/scholar?cites=15170317211373335977&as_sdt=2005&sciodt=0,5&hl=en",49,"2024-05-07 15:22:56","HTML","","","",,,,,31,7.75,4,7,4,"… The tensile strength of the joint could reach 459.7 MPa under the solution strengthening of Mn and the increased contact areas at the HEA/FM interface. Penetration also rendered the …","https://www.sciencedirect.com/science/article/pii/S0925838820308835","https://scholar.google.com/scholar?q=related:qfXmwSDLh9IJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
26,"AV Bansod, AP Patil, J Verma, S Shukla","Microstructure, mechanical and electrochemical evaluation of dissimilar low Ni SS and 304 SS using different filler materials",2018,"Materials Research","SciELO Brasil","https://www.scielo.br/j/mr/a/HxWRPvT4Sfyy83sKzTtr9ph/?lang=en&format=html","https://scholar.google.com/scholar?cites=13078317047183554126&as_sdt=2005&sciodt=0,5&hl=en",50,"2024-05-07 15:22:56","HTML","","","",,,,,26,4.33,7,4,6,"… metal Cr-Mn SS has higher tensile strength than 304 SS. The tensile strength of welded samples is listed in Table 5. All the welded samples were fractured at 304 SS (base metal side) …","https://www.scielo.br/j/mr/a/HxWRPvT4Sfyy83sKzTtr9ph/?lang=en&format=html","https://scholar.google.com/scholar?q=related:TrZPARCEf7UJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"S Kumar, V Manasa, A Singla, LK Tyagi, ...","Green Microwave-Assisted Cladding: Enhancing SS-304 with Ni-ZrB2 Composite Coatings",2024,"E3S Web of …","e3s-conferences.org","https://www.e3s-conferences.org/articles/e3sconf/abs/2024/37/e3sconf_icftest2024_01005/e3sconf_icftest2024_01005.html","",51,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,5,1,"… SS-304's combination of durability, affordability, and ease of … , SS-304 boasts a Hardness (HV) of 210, resisting indentation and wear, ensuring durability. Its impressive tensile strength …","https://www.e3s-conferences.org/articles/e3sconf/pdf/2024/37/e3sconf_icftest2024_01005.pdf","https://scholar.google.com/scholar?q=related:JsP-fvATu-QJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"E Mazancová, D Ostroushko, ...","Chosen Metallographic and Microfractographic Parameters of Explosively Welded Bimetal 304 SS-Ti",2011,"… , Brno, Czech Rep","researchgate.net","https://www.researchgate.net/profile/Marcin-Wachowski/publication/313656677_CHOSEN_METALLOGRAPHIC_AND_MICROFRACTOGRAPHIC_PARAMETERS_OF_EXPLOSIVELY_WEALDED_BIMETAL_304_SS_AND_Ti/links/58a1b89792851c7fb4c19050/CHOSEN-METALLOGRAPHIC-AND-MICROFRACTOGRAPHIC-PARAMETERS-OF-EXPLOSIVELY-WEALDED-BIMETAL-304-SS-AND-Ti.pdf","https://scholar.google.com/scholar?cites=9690613387788720019&as_sdt=2005&sciodt=0,5&hl=en",52,"2024-05-07 15:22:56","PDF","","","",,,,,1,0.08,0,3,13,"… on the level of 410 MPa, tensile strength was 561 MPa and elongation 38%. At lower magnification the micrograph of the as bonded 304 SS - Ti sandwich shows typical wavy interface …","https://www.researchgate.net/profile/Marcin-Wachowski/publication/313656677_CHOSEN_METALLOGRAPHIC_AND_MICROFRACTOGRAPHIC_PARAMETERS_OF_EXPLOSIVELY_WEALDED_BIMETAL_304_SS_AND_Ti/links/58a1b89792851c7fb4c19050/CHOSEN-METALLOGRAPHIC-AND-MICROFRACTOGRAPHIC-PARAMETERS-OF-EXPLOSIVELY-WEALDED-BIMETAL-304-SS-AND-Ti.pdf","https://scholar.google.com/scholar?q=related:k5fKeoj5e4YJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
53,"JA James, R Sudhish","Study on effect of interlayer in friction welding for dissimilar steels: SS 304 and AISI 1040",2016,"Procedia Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S2212017316305928","https://scholar.google.com/scholar?cites=14589790175422413229&as_sdt=2005&sciodt=0,5&hl=en",53,"2024-05-07 15:22:56","","","","",,,,,53,6.63,27,2,8,"… The effects of interlayer materials on joint tensile strength properties has been the main focus during dissimilar friction welding. It is possible to use of an interlayer materia, that could …","https://www.sciencedirect.com/science/article/pii/S2212017316305928/pdf?md5=542a0f86178b946c42c93d33e587f370&pid=1-s2.0-S2212017316305928-main.pdf","https://scholar.google.com/scholar?q=related:rXmJUd1YecoJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
40,"H Wang, J Xie, Y Chen, W Liu, W Zhong","Effect of CoCrFeNiMn high entropy alloy interlayer on microstructure and mechanical properties of laser-welded NiTi/304 SS joint",2022,"Journal of Materials Research …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2238785422003283","https://scholar.google.com/scholar?cites=3615535710291741155&as_sdt=2005&sciodt=0,5&hl=en",54,"2024-05-07 15:22:56","HTML","","","",,,,,40,20.00,8,5,2,"… During the welding process, the laser is biased to the Ti6Al4V, and the defect-free joint matching the ultimate tensile strength of the Nb interlayer is obtained. Fukumoto et al. [13] studied …","https://www.sciencedirect.com/science/article/pii/S2238785422003283","https://scholar.google.com/scholar?q=related:48mtlJL2LDIJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
34,"M Saini, N Arora, C Pandey, H Mehdi","Mechanical properties of bimetallic weld joint between SA 516 grade 65 carbon steel and SS 304 L for steam generator application",2014,"life","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=fb35bc7ced36383d05604f7d38961e42bb518bdb","https://scholar.google.com/scholar?cites=4059805994904128459&as_sdt=2005&sciodt=0,5&hl=en",55,"2024-05-07 15:22:56","PDF","","","",,,,,34,3.40,9,4,10,"… because the concentration of carbon is high as compare to SS 304 L so the carbon migration takes place from SA 516 gr. 65 to SS 304 L. This carbon migration can be prevented by …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=fb35bc7ced36383d05604f7d38961e42bb518bdb","https://scholar.google.com/scholar?q=related:ywtD5wpUVzgJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"DL Kamble, RK Sahu, S Narendranath","Metallurgical and mechanical characterization of Inconel 625/SS 304 weldments produced using selective microwave hybrid joining technique",2024,"Materials Today: Proceedings","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785324001913","",56,"2024-05-07 15:22:56","HTML","","","",,,,,0,0.00,0,3,1,"… The author revealed that joint has been develop without using interfacial powder having tensile strength and hardness of welded joint is 223 MPa and 410 HV respectively. Kamble et al…","https://www.sciencedirect.com/science/article/pii/S2214785324001913","https://scholar.google.com/scholar?q=related:e0--BoQ11AkJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"YQ Liu, Y Zhang, ZJ Guo, WB Lu","Effect of laser power, speed and offset on the welding performance of 304 SS/Al2O3 ceramics",2024,"Ceramics International","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272884223037744","https://scholar.google.com/scholar?cites=7547873544200222054&as_sdt=2005&sciodt=0,5&hl=en",57,"2024-05-07 15:22:56","HTML","","","",,,,,1,1.00,0,4,1,"… tensile strength is greatest when the laser power is 408 W. At this time, the tensile strength of the 304 SS … is 1.6 mm, at which time the tensile strength of the 304 SS/Al 2 O 3 joint is 89 …","https://www.sciencedirect.com/science/article/pii/S0272884223037744","https://scholar.google.com/scholar?q=related:ZnWfg_9uv2gJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
5,"G Thirunavukarasu, VV Patel, ...","Diffusion bonding of Ti6Al4V and SS 304 with Nb interlayer",2019,"Materials …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/materialsperformance/article-pdf/8/5/1008/7129847/10_1520_mpc20190041.pdf","https://scholar.google.com/scholar?cites=17829586091066689610&as_sdt=2005&sciodt=0,5&hl=en",58,"2024-05-07 15:22:56","","","","",,,,,5,1.00,2,3,5,"… The tensile strength of the joint was … from SS 304 side of Nb|SS-304 interfaces of IDCs processed at 925C are Fe2Nb, FeNb + (Nb), and (Nb). The layer along niobium side of Nb|SS-304 …","","https://scholar.google.com/scholar?q=related:SohGqhVqb_cJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
27,"HC Brassfield, JF White, L Sjodahl, JT Bittel","… property and reaction kinetics data for use in evaluating a light-water-cooled reactor loss-of-coolant incident involving zircaloy-4-OR 304-SS-CLAD UO {sub 2}",1968,"","osti.gov","https://www.osti.gov/biblio/4521035","https://scholar.google.com/scholar?cites=9214316974291756392&as_sdt=2005&sciodt=0,5&hl=en",59,"2024-05-07 15:22:56","","","","",,,,,27,0.48,7,4,56,"… 304 SS - The boiling point of 304 SS is the alloying. The va es fdr the three … Zircaloy-4 and 304 SS (The … hand, that of 304 SS probably depends I on those of its principal consti!tuents, …","https://www.osti.gov/servlets/purl/4521035","https://scholar.google.com/scholar?q=related:aCWD9HfU338J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
9,"R Duhan, S Choudhary","Effect of different fluxes on hardness and microstructure of SS 304 in GTAW welding",2014,"International Journal of Mechanical …","researchgate.net","https://www.researchgate.net/profile/Suraj-Choudhary-2/publication/342976646_EFFECT_OF_DIFFERENT_FLUXES_ON_HARDNESS_AND_MICROSTRUCTURE_OF_SS_304_IN_GTAW_WELDING/links/5f0fea5c299bf1e548ba36bd/EFFECT-OF-DIFFERENT-FLUXES-ON-HARDNESS-AND-MICROSTRUCTURE-OF-SS-304-IN-GTAW-WELDING.pdf","https://scholar.google.com/scholar?cites=6679299022822506660&as_sdt=2005&sciodt=0,5&hl=en",60,"2024-05-07 15:22:56","PDF","","","",,,,,9,0.90,5,2,10,"… flux produced the better tensile strength and hardness as compare to the TiO2 for 316L austenitic stainless steel. [7]. But still a little work is done on stainless steel 304 which is one of …","https://www.researchgate.net/profile/Suraj-Choudhary-2/publication/342976646_EFFECT_OF_DIFFERENT_FLUXES_ON_HARDNESS_AND_MICROSTRUCTURE_OF_SS_304_IN_GTAW_WELDING/links/5f0fea5c299bf1e548ba36bd/EFFECT-OF-DIFFERENT-FLUXES-ON-HARDNESS-AND-MICROSTRUCTURE-OF-SS-304-IN-GTAW-WELDING.pdf","https://scholar.google.com/scholar?q=related:pADzoxKjsVwJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
12,"YB Bi, Y Xu, Y Zhang, RL Xue, Y Bao","Single-pass laser welding of TC4 Ti alloy to 304 SS with V interlayer and V/Cu bilayer",2021,"Materials Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167577X20317791","https://scholar.google.com/scholar?cites=5583051780850159018&as_sdt=2005&sciodt=0,5&hl=en",61,"2024-05-07 15:22:56","HTML","","","",,,,,12,4.00,2,5,3,"… The joint with V interlayer fractured at the zone near V-SS interface, its maximum tensile strength of the joint is only 92 MPa. As show in Fig. 3b, the fracture surfaces of the specimens …","https://www.sciencedirect.com/science/article/pii/S0167577X20317791","https://scholar.google.com/scholar?q=related:qo0vsAP8ek0J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
9,"DM Harwani, VJ Badheka","Effect of shoulder diameter on friction stir welding of Al 6061 to SS 304",2019,"… in Infrastructure: Proceedings of ICIIF 2018","Springer","https://link.springer.com/chapter/10.1007/978-981-13-1966-2_31","https://scholar.google.com/scholar?cites=3465688314648852508&as_sdt=2005&sciodt=0,5&hl=en",62,"2024-05-07 15:22:56","","10.1007/978-981-13-1966-2_31","","",,,,,9,1.80,5,2,5,"… the tensile strength, microhardness and microstructure for the butt joint of Al 6061 to SS 304. It was observed that the shoulder diameter of 22 mm yielded maximum tensile strength than …","https://www.researchgate.net/profile/Ashok-Dave/publication/327966965_H2S_Absorption_from_Syngas_in_Physical_Solvent_DMEPEG_Proceedings_of_ICIIF_2018/links/5be59b42a6fdcc3a8dc90c6f/H2S-Absorption-from-Syngas-in-Physical-Solvent-DMEPEG-Proceedings-of-ICIIF-2018.pdf#page=351","https://scholar.google.com/scholar?q=related:HPjdACmZGDAJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"M Anwar, R Rajendra","Pulsed CMT Process Improves Mechanical Properties of Al 6061-T6 and SS 304 Lap Joints for Automotive",2023,"Second International Conference on …","atlantis-press.com","https://www.atlantis-press.com/proceedings/icete-23/125994117","",63,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,2,1,"… -T6 and SS 304 exhibited high tensile strength values due to … by the joint during the tensile strength test. Additionally, the … the results obtained from the tensile strength tests of the lap …","https://www.atlantis-press.com/article/125994117.pdf","https://scholar.google.com/scholar?q=related:xamgTu_ZQgMJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"IN VBending","INVESTIGATION OF SPRING BACK BEHAVIOR OF SS-304 STEEL AND ITS BI-LAYER MATERIAL",,"academia.edu","","https://www.academia.edu/download/37076814/1214meij04.pdf","",64,"2024-05-07 15:22:56","PDF","","","",,,,,0,0.00,0,1,,"… we take 4mm AL6101T6 and 1 mm SS-304, the difference between loded … SS-304 and 1 mm AL6101T6.In this case springback angle is 4 for (4+1) mm (SS+Al) and 10 for (1+4) mm(SS …","https://www.academia.edu/download/37076814/1214meij04.pdf","https://scholar.google.com/scholar?q=related:1JZAgblguZoJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"S Srinath, TDB Kannan, ...","Process Parameter Optimization and Metallurgical Characterization in Double Pulse MIG Welding of SS 304 H",2024,"Transactions of the Indian …","Springer","https://link.springer.com/article/10.1007/s12666-024-03299-8","",65,"2024-05-07 15:22:56","HTML","10.1007/s12666-024-03299-8","","",,,,,0,0.00,0,3,1,"… SS 304 H. The authors concluded that comparatively hybrid welding process is more suitable for joining SS 304 H. … control the tensile strength and hardness in MIG welding of SS 304 H …","https://link.springer.com/article/10.1007/s12666-024-03299-8","https://scholar.google.com/scholar?q=related:MV5GsLF-BkAJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"Y Wang, D Zhang, H Li, Z Li, Z Yang, X Chen, ...","Enhancing microstructural and mechanical characteristics of laser welded NiTi SMA/304 SS lap joints with medium and high entropy alloy fillers",2024,"Welding in the World","Springer","https://link.springer.com/article/10.1007/s40194-023-01668-3","",66,"2024-05-07 15:22:56","HTML","10.1007/s40194-023-01668-3","","",,,,,0,0.00,0,7,1,"… weakest area regarding cracking defects in NiTi/304 SS lap joints. However, using CoCrNi … 304 SS lap joints resulted in a substantial increase in tensile properties, with tensile strength …","https://link.springer.com/article/10.1007/s40194-023-01668-3","https://scholar.google.com/scholar?q=related:Bjq7NG3zku8J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
