Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
6,"S Chowdhury, Y Nirsanametla, ...","Investigation on keyhole mode fiber laser welding of SS 316 in a self-protected atmosphere",2019,"Proceedings of the …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0954406219864137","https://scholar.google.com/scholar?cites=1181333890806128009&as_sdt=2005&sciodt=0,5&hl=en",33,"2024-05-07 15:22:52","","10.1177/0954406219864137","","",,,,,6,1.20,2,3,5,"… For instance, in steels, nitrogen increases the performance and tensile strength but reduces … parameters for fiber laser welded stainless steel SS 316 alloy. In addition, a quantitative …","https://journals.sagepub.com/doi/full/10.1177/0954406219864137","https://scholar.google.com/scholar?q=related:iR2hKurwZBAJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"W Chen, S Guo, Y Xuan, J Xu, S Li, W Fang, ...","… strategies on the microstructure and mechanical properties of the laminated heterostructured material with ER130S-G HSS and 316 L SS fabricated by WAAM",2024,"Materials …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1044580324002195","",34,"2024-05-07 15:22:52","HTML","","","",,,,,0,0.00,0,7,1,"… using the same volume fraction of 316 L stainless steel (SS) and ER130S-G high-strength steel (HSS), and the LHM-1 samples showed higher tensile strength and lower elongation. In …","https://www.sciencedirect.com/science/article/pii/S1044580324002195","https://scholar.google.com/scholar?q=related:WB0CPOeVjDcJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"C Sasikumar, R Oyyaravelu","Mechanical properties and microstructure of SS 316 L created by WAAM based on GMAW",2024,"Materials Today Communications","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352492823024984","",35,"2024-05-07 15:22:52","HTML","","","",,,,,0,0.00,0,2,1,"… The microstructures are mainly austenitic with a low fraction of ferrite in SS 316 L layers. The ultimate tensile strength (UTS), yield strength (YS), and wear rate of SS 316 L are calculated…","https://www.sciencedirect.com/science/article/pii/S2352492823024984","https://scholar.google.com/scholar?q=related:1qj6BxFoHc8J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"SS Cheema, G Kocher, RK Dhawan","Influence of Wire Speed Parameter on Tensile Strength of SS-316 and MS-2062 Weld Joint in MIG Welding",,"Citeseer","","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=aa16bf0332eac6fa6df84171f463f1dbc3eab94c","",36,"2024-05-07 15:22:52","PDF","","","",,,,,0,0.00,0,3,,"… mean value of tensile strength that is: 498.5Mpa achieved in this analysis for wire speed 4metre/min, gives us a helpful study for optimizing the process parameters regarding SS316, MS…","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=aa16bf0332eac6fa6df84171f463f1dbc3eab94c","https://scholar.google.com/scholar?q=related:rsvoYTM344gJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"M Shanmugavel, M Nandagopal, R Sandhya, ...","Evaluation of activation energy for dynamic strain aging process in 316L (N)/316 (N) SS weld joints",2008,"Transactions of the …","Springer","https://link.springer.com/article/10.1007/s12666-008-0043-0","https://scholar.google.com/scholar?cites=15550546088198861910&as_sdt=2005&sciodt=0,5&hl=en",37,"2024-05-07 15:22:52","","10.1007/s12666-008-0043-0","","",,,,,4,0.25,1,4,16,"… Type 316 L(N) Stainless Steel (SS) is being currently used as a structural … tensile strength with temperature is shown in Fig. 4. It is evident from the figure that the ultimate tensile strength …","https://link.springer.com/content/pdf/10.1007/s12666-008-0043-0.pdf","https://scholar.google.com/scholar?q=related:VvRu4kajztcJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
66,"BR Padhy, RG Reddy","Performance of DMFC with SS 316 bipolar/end plates",2006,"Journal of Power Sources","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378775305005781","https://scholar.google.com/scholar?cites=11681394284572897045&as_sdt=2005&sciodt=0,5&hl=en",38,"2024-05-07 15:22:52","HTML","","","",,,,,66,3.67,33,2,18,"… SS 316 end plates were fabricated with an intricate modified serpentine flow field design … SS 316 has superior properties as compared to commercially used graphite. However, SS 316 …","https://www.sciencedirect.com/science/article/pii/S0378775305005781","https://scholar.google.com/scholar?q=related:Fe8-DTamHKIJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"A Kumar, SS Sandhu","Effect of Beam Oscillation on Metallurgical and Mechanical Properties of the Electron Beam Welded SS 316 Welded Joints",2021,"Metallography, Microstructure, and Analysis","Springer","https://link.springer.com/article/10.1007/s13632-021-00804-z","",39,"2024-05-07 15:22:52","HTML","10.1007/s13632-021-00804-z","","",,,,,0,0.00,0,2,3,"… beam oscillation had higher tensile strength. Further, the … Further, the EB welds possessed higher tensile strength than … properties of EBW joints of SS 316. The macro and microstructure…","https://link.springer.com/article/10.1007/s13632-021-00804-z","https://scholar.google.com/scholar?q=related:8PBYGqRDKIgJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"M Ravichandran, AN Sait","Evaluation of Seam Welding Parameters of Stainless Steel (SS 316) Sheets Using Taguchi Technique",2015,"Journal of Manufacturing …","search.proquest.com","https://search.proquest.com/openview/add2df21c0b25e1f85695c6ae55b2b8c/1?pq-origsite=gscholar&cbl=2034835","https://scholar.google.com/scholar?cites=15663941999067541884&as_sdt=2005&sciodt=0,5&hl=en",40,"2024-05-07 15:22:52","","","","",,,,,2,0.22,1,2,9,"… Sinha et al., (2013) analyzed the correlation of variation of weld seam and tensile strength … -destructive testing method for estimating the tensile strength of the welded parts. Shafee et al.…","","https://scholar.google.com/scholar?q=related:fDG-zEGAYdkJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"JA Spitznagel, BO Hall, NJ Doyle, R Jayram, ...","Effects of Nitrogen and Helium Ion Implantation on Uniaxial Tensile Properties of 316 SS Foils",1983,"MRS Online …","cambridge.org","https://www.cambridge.org/core/journals/mrs-online-proceedings-library-archive/article/effects-of-nitrogen-and-helium-ion-implantation-on-uniaxial-tensile-properties-of-316-ss-foils/8118143B4072374E29E2F5C00188E012","https://scholar.google.com/scholar?cites=8524149568064564496&as_sdt=2005&sciodt=0,5&hl=en",41,"2024-05-07 15:22:52","","","","",,,,,1,0.02,0,5,41,"… tensile strength) and to reduce the amount of plastic strain to fracture. A general discussion of the tensile properties of thin foils is beyond the scope of this paper and may be found …","","https://scholar.google.com/scholar?q=related:EK3JiN7cS3YJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
40,"Y Balram, G Rajyalakshmi","Thermal fields and residual stresses analysis in TIG weldments of SS 316 and Monel 400 by numerical simulation and experimentation",2019,"Materials Research Express","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/2053-1591/ab23cf/meta","https://scholar.google.com/scholar?cites=17510427084640047150&as_sdt=2005&sciodt=0,5&hl=en",42,"2024-05-07 15:22:52","","10.1088/2053-1591/ab23cf","","",,,,,40,8.00,20,2,5,"… In this experimental study the effect of constant and pulse arc TIG welding processes, the development of thermal fields and residual stresses in dissimilar weldments of SS 316 and …","https://iopscience.iop.org/article/10.1088/2053-1591/ab23cf/pdf","https://scholar.google.com/scholar?q=related:LlBZxaiIAfMJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"AH Ansari, V Jayakumar, S Madhu","Wear and friction behaviours of stainless steel (SS 316) wire mesh and carbon fibre reinforced polymer composite",2020,"Trends in Manufacturing and …","Springer","https://link.springer.com/chapter/10.1007/978-981-15-4745-4_32","https://scholar.google.com/scholar?cites=14451505626321713432&as_sdt=2005&sciodt=0,5&hl=en",43,"2024-05-07 15:22:52","","10.1007/978-981-15-4745-4_32","","",,,,,1,0.25,0,3,4,"… of SS wire mesh increased the tensile strength [6]. Aluminium reinforced CFRP hybrid polymeric composite have been fabricated and investigated the friction and wear behaviour. This …","","https://scholar.google.com/scholar?q=related:GPl2vswPjsgJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"M Sattar, AR Othman, M Akhtar, S Kamaruddin, R Khan, ...","Curve fitting for damage evolution through regression analysis for the Kachanov–Rabotnov Model to the Norton–Bailey Creep Law of SS-316 Material",2021,"Materials","mdpi.com","https://www.mdpi.com/1996-1944/14/19/5518","https://scholar.google.com/scholar?cites=11417224671161540302&as_sdt=2005&sciodt=0,5&hl=en",44,"2024-05-07 15:22:52","HTML","","","",,,,,4,1.33,1,6,3,"… material’s yield stress and the ultimate tensile strength leading to fracture. The model was under uniaxial tensile load to exhibit creep phenomena for SS-316 material. The effect of the …","https://www.mdpi.com/1996-1944/14/19/5518","https://scholar.google.com/scholar?q=related:zt5o7Vghcp4J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"GL Wire","State variable description of 316 SS post-irradiation mechanical properties.[LMFBR]",1980,"","osti.gov","https://www.osti.gov/biblio/5047486","",45,"2024-05-07 15:22:52","","","","",,,,,0,0.00,0,1,44,"… Mathematical correlations for both tensile strength and ductility have been developed for AISI 316SS to enable design and safety analyses to be performed over a wide range of …","https://www.osti.gov/servlets/purl/5047486","https://scholar.google.com/scholar?q=related:V5uoxV2vcJIJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"R Yadav, GR Yadav","Process parameter selection for optimizing the weld pool geometry of stainless steel (SS 202 &SS 316) of the TIG Welding using the Taguchi method",2018,"… Journal for Research in Applied Science & …","researchgate.net","https://www.researchgate.net/profile/Gianender-Kajal/publication/364335455_Process_Parameter_Selection_for_Optimizing_the_Weld_Pool_Geometry_of_Stainless_Steel_SS_202_SS_316_of_the_TIG_Welding_using_Taguchi_Method/links/634ac4b576e39959d6c50807/Process-Parameter-Selection-for-Optimizing-the-Weld-Pool-Geometry-of-Stainless-Steel-SS-202-SS-316-of-the-TIG-Welding-using-Taguchi-Method.pdf","https://scholar.google.com/scholar?cites=7823065228261212386&as_sdt=2005&sciodt=0,5&hl=en",46,"2024-05-07 15:22:52","PDF","","","",,,,,1,0.17,1,2,6,"… , SS 202 and SS 316 types of austenitic stainless steels were welded by GTAW (Gas Tungsten Arc Welding) using SS 202 and SS 316 (… yield higher tensile strength values than pulsed …","https://www.researchgate.net/profile/Gianender-Kajal/publication/364335455_Process_Parameter_Selection_for_Optimizing_the_Weld_Pool_Geometry_of_Stainless_Steel_SS_202_SS_316_of_the_TIG_Welding_using_Taguchi_Method/links/634ac4b576e39959d6c50807/Process-Parameter-Selection-for-Optimizing-the-Weld-Pool-Geometry-of-Stainless-Steel-SS-202-SS-316-of-the-TIG-Welding-using-Taguchi-Method.pdf","https://scholar.google.com/scholar?q=related:4kA4cWAckWwJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
10,"BS Dutt, MN Babu, G Shanthi, A Moitra, ...","Effect of thermal aging and test temperatures on fracture toughness of SS 316 (N) welds",2018,"Journal of Materials …","Springer","https://link.springer.com/article/10.1007/s11665-018-3255-4","https://scholar.google.com/scholar?cites=11439219176022587606&as_sdt=2005&sciodt=0,5&hl=en",47,"2024-05-07 15:22:52","HTML","10.1007/s11665-018-3255-4","","",,,,,10,1.67,2,5,6,"… No significant changes in yield strength and ultimate tensile strength values were observed after aging for both test temperatures. The authors reported (Ref 11) similar trends in tensile …","https://link.springer.com/article/10.1007/s11665-018-3255-4","https://scholar.google.com/scholar?q=related:1rippjtFwJ4J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"A Kumar, A Dash","Review &numerical study of tensile behavior of shot-peened additive manufactured SS 316 L at 77K",2022,"Proceedings of the 28th national symposium on …","inis.iaea.org","https://inis.iaea.org/search/search.aspx?orig_q=RN:55001878","",48,"2024-05-07 15:22:52","","","","",,,,,0,0.00,0,2,2,"… SS 316L to propose it for cryogenic application. The research envisages reviewing the existing literature related to enhancing the uniaxial tensile strength of … -peened DMLS SS 316L to …","","https://scholar.google.com/scholar?q=related:uG0i2z7ezbkJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
6,"HR Konvicka, P Reithmayr","Characterization GF 304-SS and 316-SS exposed to liquid lithium for 10 000 hours",1981,"Journal of Nuclear Materials","Elsevier","https://www.sciencedirect.com/science/article/pii/0022311582906717","https://scholar.google.com/scholar?cites=13910512937569747028&as_sdt=2005&sciodt=0,5&hl=en",49,"2024-05-07 15:22:52","","","","",,,,,6,0.14,3,2,43,"… Flat tensile strength test specimens ware exposed to liquid lithium in capsules machined … Each capsule was double-packed in another argon filled SS capsoule. The temperature was …","","https://scholar.google.com/scholar?q=related:VABSz9ARDMEJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"JJ Gonzales, E Baron, J Saldeno","Corrosion Behavior of ASTM A106 and AISI 316 SS in KOH and Nickel Acetate Solutions",1999,"NACE CORROSION","onepetro.org","https://onepetro.org/NACECORR/proceedings-abstract/CORR99/All-CORR99/128256","",50,"2024-05-07 15:22:52","","","","",,,,,0,0.00,0,3,25,"… yield stress SY to the ultimate tensile strength, S. higher than 500 … For stainless steel AISI 316, an increase in temperature … the ultimate tensile strength SU,the stain at this stress E., and …","","https://scholar.google.com/scholar?q=related:XARTMThuZMYJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"LG Robin, R Krishnamurthy, ...","Effect of SS 316 Wire mesh and SiCp ceramic particles on explosive cladding of dissimilar aluminium Al 5052 and Al 1100 plates subjected to varied loading ratios",2017,"Journal of Manufacturing …","smenec.org","http://www.smenec.org/index.php/1/article/view/150","https://scholar.google.com/scholar?cites=13170487749156678352&as_sdt=2005&sciodt=0,5&hl=en",51,"2024-05-07 15:22:52","","","","",,,,,2,0.29,1,3,7,"… In this study, dissimilar grade aluminium plates (Al 5052, Al 1100) are explosively cladded with the aid of chemical explosive, by placing a stainless steel (SS 316) wire mesh and silicon …","https://www.smenec.org/index.php/1/article/download/150/122","https://scholar.google.com/scholar?q=related:0Coe39P4xrYJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
8,"H Dai, S Shi, C Guo, X Chen","Stress corrosion cracking behavior of 316 L SS in HF vapor environment based on corrosion degradation as a precursor",2022,"Corrosion Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010938X22005339","https://scholar.google.com/scholar?cites=10037995393313713968&as_sdt=2005&sciodt=0,5&hl=en",52,"2024-05-07 15:22:52","HTML","","","",,,,,8,4.00,2,4,2,"… In contrast, in-situ H charging has a more significant effect on 316 L SS, which is manifested by reduced tensile strength and elongation, and hydrogen embrittlement sensitivity of about …","https://www.sciencedirect.com/science/article/pii/S0010938X22005339","https://scholar.google.com/scholar?q=related:MK94a6AfTosJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
20,"H Tang, J Sun, J Pan","Electrochemical and localized corrosion behavior of 316 L SS/copper/316 L SS sandwich composite in chloride-containing environment",2022,"Corrosion Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010938X22006370","https://scholar.google.com/scholar?cites=1383693486083405456&as_sdt=2005&sciodt=0,5&hl=en",53,"2024-05-07 15:22:52","HTML","","","",,,,,20,10.00,7,3,2,"… Electrochemical and localized corrosion behavior of a 316 L SS/copper/316 L SS composite … surface and pitting attack at the external surface of the 316 L layer. Polarization up to 1 V/…","https://www.sciencedirect.com/science/article/pii/S0010938X22006370","https://scholar.google.com/scholar?q=related:kPYF_OTdMxMJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"JI Cole, H Tsai, TR Allen, T Yoshitake, ...","Strain-rate effects on microstructural deformation in irradiated 316 SS",2006,"Journal of nuclear …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022311506000948","https://scholar.google.com/scholar?cites=10901826425090555242&as_sdt=2005&sciodt=0,5&hl=en",54,"2024-05-07 15:22:52","HTML","","","",,,,,4,0.22,1,5,18,"… In 316 LN samples irradiated at 200 C with He ions, and … showed that twenty percent CW 316 SS samples which were … not present in 12% CW 316 SS irradiated in the temperature and …","https://www.sciencedirect.com/science/article/pii/S0022311506000948","https://scholar.google.com/scholar?q=related:aj19jl8RS5cJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
25,"SM Azab, AM Fekry","A novel electrochemical determination for the anti-osteoporosis drug (alendronate sodium) and its application for corrosion monitoring of surgical 316 L SS …",2017,"Journal of Alloys and Compounds","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925838817315906","https://scholar.google.com/scholar?cites=8089942509317934577&as_sdt=2005&sciodt=0,5&hl=en",55,"2024-05-07 15:22:52","HTML","","","",,,,,25,3.57,13,2,7,"… (SS) alloys, titanium alloys and cobalt chromium alloys have superior corrosion resistance [1]. 316 L SS … Young's modulus of 200–1000 GPa and tensile strength of 11–63 GPa, which …","https://www.sciencedirect.com/science/article/pii/S0925838817315906","https://scholar.google.com/scholar?q=related:8U06kdk_RXAJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
8,"L Bhaskar, DS Raj","Evaluation of the effect of cryogenic treatment of HSS drills at different holding time in drilling AISI 316-SS",2020,"Engineering Research Express","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/2631-8695/ab7e18/meta","https://scholar.google.com/scholar?cites=471252827156400586&as_sdt=2005&sciodt=0,5&hl=en",56,"2024-05-07 15:22:52","","10.1088/2631-8695/ab7e18","","",,,,,8,2.00,4,2,4,"… tool wear and chip formation by drilling on AISI 316 SS. The thrust force was least at 600 rpm … In this work the performance evaluation of M2 HSS drills in drilling AISI 316 SS was carried …","https://iopscience.iop.org/article/10.1088/2631-8695/ab7e18/pdf","https://scholar.google.com/scholar?q=related:ykkOEvM5igYJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"RH Hiltz, LH Kirschler, SJ Rodgers, F Tepper","RESULTS OF MECHANICAL PROPERTIES TESTS OF 316 SS SPECIMENS IN 1200 F SODIUM CONTAMINATED WITH OXYGEN (/approximately or proportional to …",1966,"","osti.gov","https://www.osti.gov/biblio/4548089","",57,"2024-05-07 15:22:52","","","","",,,,,0,0.00,0,4,58,"… This report covers one such phase of this program; the mechanical testing of 316 ss in 1200 … in tensile strength due to simple thermal exposure for 4000 hours. The tensile strength was …","https://www.osti.gov/servlets/purl/4548089","https://scholar.google.com/scholar?q=related:XBwTo7tOxi0J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"M Messner, B Barua, A Huning, S Arndt, C Massey, ...","ASME Code Qualification Plan for LPBF 316 SS",2023,"","osti.gov","https://www.osti.gov/biblio/1997134","https://scholar.google.com/scholar?cites=843690746503323847&as_sdt=2005&sciodt=0,5&hl=en",58,"2024-05-07 15:22:52","","","","",,,,,1,1.00,0,6,1,"… powder bed fusion (LPBF) 316 stainless steel for use with the … The general approach adopted here is to treat LPBF 316 as … required to qualify LPBF 316 without such techniques and to …","https://www.osti.gov/servlets/purl/1997134","https://scholar.google.com/scholar?q=related:x2CdjUNktQsJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"J Mao, Y Huang, P He","Study on joint formation evolution in laser microwelding of Pt-10% Ir and 316 LVM SS crossed wiresCrossed wire, Laser microwelding, Simulation, Joint formation",2016,"International Symposium on Mechanical …","atlantis-press.com","https://www.atlantis-press.com/proceedings/ismems-16/25866933","https://scholar.google.com/scholar?cites=1502311701271581819&as_sdt=2005&sciodt=0,5&hl=en",59,"2024-05-07 15:22:52","","","","",,,,,1,0.13,0,3,8,"… No porosity is found on the bottom side (ie 316 LVM SS side) of the welds during this study. … reaches 37.4 N which is 87 % of the 43 N tensile strength of the Pt10% Ir wire. During the …","https://www.atlantis-press.com/article/25866933.pdf","https://scholar.google.com/scholar?q=related:e5Q0YIhI2RQJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"SN Rosenwasser, WR Johnson","… --September 30, 1976.[IN 100; IN 713; MM004; M21; IN 738; RENE 100; MoTZM; Hastelloy X; Inconel 617; MA 753; IN 519, Inconel 706; Inconel 718; A286; 316 SS; …",1976,"","osti.gov","https://www.osti.gov/biblio/7315300","",60,"2024-05-07 15:22:52","","","","",,,,,0,0.00,0,2,48,"… surface of MoTZM and the apparent carburization of the alloy from exposure in the controlled-impurity helium are probably responsible for the observed degradation in tensile strength …","https://www.osti.gov/servlets/purl/7315300","https://scholar.google.com/scholar?q=related:XxRWej3g980J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
17,"J Zhu, H Li, X Cui, Z Yang, B Chen, Y Li, ...","Efficient photocathodic protection performance of ZnIn2S4 nanosheets/SnO2 quantum dots/TiO2 nanotubes composite for 316 SS under visible light",2022,"Journal of Alloys and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925838822032923","https://scholar.google.com/scholar?cites=12583130483039333253&as_sdt=2005&sciodt=0,5&hl=en",61,"2024-05-07 15:22:52","HTML","","","",,,,,17,8.50,2,7,2,"… Metal with high tensile strength, good ductility and low economic cost is the raw material for marine infrastructure construction (such as undersea tunnels, cross-sea bridges, etc.). …","https://www.sciencedirect.com/science/article/pii/S0925838822032923","https://scholar.google.com/scholar?q=related:hevyi4FCoK4J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"G Buster, N Pardede, T Phan","Design, Manufacture, Modeling and Testing of 316 SS Diffusion Bonded Tube-sheet Joints and In-Service Inspection Methods for the Mk1 PB-FHR CTAHs NE …",2014,"","fhr.nuc.berkeley.edu","http://fhr.nuc.berkeley.edu/wp-content/uploads/2014/10/14-005_Mk1_CTAHs_Final_Report.pdf","https://scholar.google.com/scholar?cites=4265595631430666283&as_sdt=2005&sciodt=0,5&hl=en",62,"2024-05-07 15:22:52","PDF","","","",,,,,2,0.20,1,3,10,"… The baseline material for the Mk1 CTAHs is 316 stainless steel (316 SS), although other materials such as 304 SS and Alloy N are also candidates for use in FHRs. Figure 1 shows an …","http://fhr.nuc.berkeley.edu/wp-content/uploads/2014/10/14-005_Mk1_CTAHs_Final_Report.pdf","https://scholar.google.com/scholar?q=related:KwjibqBwMjsJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"RC Andrews, RH Hiltz, LH Kirschler, SJ Rodgers, ...","… ON AUSTENITIC AND FERRITIC STEELS. TOPICAL REPORT NO. 4. RESULTS OF MECHANICAL PROPERTIES TESTS OF 316 SS SPECIMENS IN 1200 F …",1965,"","osti.gov","https://www.osti.gov/servlets/purl/4582005","",63,"2024-05-07 15:22:52","PDF","","","",,,,,0,0.00,0,5,59,"… To compare the effects on tensile strength of the high carbon sodium environment with the environments of TEST 1 (air, helium and low oxygen sodium), twelve 316 ss specimens were …","https://www.osti.gov/servlets/purl/4582005","https://scholar.google.com/scholar?q=related:mCVZRyuF1hYJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"F Al Zubaidi","Total Hemispherical Emissivity of Reactor Pressure Vessel Candidate Materials: SS 316 L, SA 508, and A 387 Grade 91",2018,"","search.proquest.com","https://search.proquest.com/openview/f98da8829e520f6c66ba1a34038f742a/1?pq-origsite=gscholar&cbl=18750&diss=y","",64,"2024-05-07 15:22:52","HTML","","","",,,,,0,0.00,0,1,6,"… The total hemispherical emissivity of 316 L stainless steel oxidized in air for 500 h or more ranged from 0.28 at 429 K to 0.38 at 1096 K. Increasing the sample oxidation time beyond 500 …","https://search.proquest.com/openview/f98da8829e520f6c66ba1a34038f742a/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:9_Bi-mAdbmQJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"R Julianto","Analisa Pengelasan SMAW Pada Material Plat SS 316 Dengan Elektroda E-308 &E-309 Yang Di Las Dengan Ampere 100A, 110A, 120A Pada Polaritas DC",2021,"","repository.untag-sby.ac.id","http://repository.untag-sby.ac.id/id/eprint/9680","",65,"2024-05-07 15:22:52","","","","",,,,,0,0.00,0,1,3,"… variasi arus,yang mana nilai ultimate tensile strength selalu elektroda 309 yang lebih baik … kali ini pada pengelasan pelat Stainless Steel 316 dengan kampuh V dan polaritas DC …","http://repository.untag-sby.ac.id/9680/8/JURNAL.pdf","https://scholar.google.com/scholar?q=related:dPWDSxWrFMoJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"B Margono, M Chamim","Pengaruh Tekanan Tempa dan Waktu Pengelasan terhadap Sifat Fisik dan Mekanik Sambungan Friction Welding Logam Tak Sejenis Ss-316 dan Aisi-4140",2019,"Teknika","jurnal.sttw.ac.id","https://jurnal.sttw.ac.id/index.php/jte/article/view/41","https://scholar.google.com/scholar?cites=10577296662316050628&as_sdt=2005&sciodt=0,5&hl=en",66,"2024-05-07 15:22:52","","","","",,,,,1,0.20,1,2,5,"… While the parent metal material SS 316 averages 183.5 HVN. … The optimal tensile strength value is produced at a variation … tahan karat tipe austenit (SS 316 Austenitic Stainless Steel) …","https://jurnal.sttw.ac.id/index.php/jte/article/download/41/2","https://scholar.google.com/scholar?q=related:xOhFAUYbypIJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
